RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8087,15872565,Customer_8086,812,France,Female,44,8,49563.10141875844,1,1,0,157612.88701428898,0
8088,15167477,Customer_8087,631,Spain,Female,56,0,143992.6151481295,3,1,1,3316.4968156231553,0
8089,15229304,Customer_8088,745,France,Female,55,8,247527.08672875562,1,1,1,139955.5284601676,0
8090,15540277,Customer_8089,392,Germany,Female,74,4,191800.1473233194,3,1,1,100285.79086788507,0
8091,15815363,Customer_8090,784,France,Male,25,3,0.0,2,0,0,52012.55883761568,0
8092,15795722,Customer_8091,459,France,Female,29,9,0.0,1,0,0,143161.6568304853,0
8093,15955871,Customer_8092,824,France,Female,41,4,226933.89608745876,1,1,0,98092.175592609,0
8094,15645424,Customer_8093,559,France,Male,35,8,13389.427615183775,1,0,0,120249.52157538557,0
8095,15342022,Customer_8094,586,France,Female,72,7,216930.79092397218,4,1,1,146992.95435244,0
8096,15352621,Customer_8095,705,France,Male,32,9,67388.98064521053,2,1,0,17898.467603249017,1
8097,15472697,Customer_8096,668,Germany,Male,33,4,159451.18529523336,4,0,0,137881.85185794742,0
8098,15731658,Customer_8097,398,Germany,Female,50,9,80332.49411703735,2,1,0,85479.26749809303,0
8099,15650587,Customer_8098,464,France,Male,27,4,0.0,2,1,1,186074.70809982155,0
8100,15685493,Customer_8099,504,Spain,Male,64,0,69303.51262331384,2,0,0,175708.12840804236,0
8101,15767976,Customer_8100,486,France,Female,41,8,123502.78880930008,1,0,0,150523.16556741175,0
8102,15629974,Customer_8101,516,France,Male,62,2,0.0,1,1,1,146622.36976704973,0
8103,15944556,Customer_8102,670,Germany,Male,36,0,103360.94547743413,1,0,0,176959.78837470224,0
8104,15369430,Customer_8103,548,France,Female,44,4,23408.690308274134,1,1,1,159156.2708401758,0
8105,15478705,Customer_8104,823,France,Male,62,9,15704.301073897237,2,1,0,192478.12754849222,0
8106,15302619,Customer_8105,420,France,Male,58,2,60368.94464217416,2,1,1,172644.40571763972,0
8107,15606954,Customer_8106,849,Spain,Male,48,5,22486.928364167085,2,1,1,65902.01096981732,0
8108,15358766,Customer_8107,356,Germany,Male,38,6,0.0,1,1,1,139580.760781121,0
8109,15713016,Customer_8108,549,France,Male,33,3,102220.71334055571,1,1,0,173177.71397008465,0
8110,15659993,Customer_8109,685,France,Female,40,3,243313.7892040442,1,1,0,162029.2427915105,0
8111,15410520,Customer_8110,416,Spain,Male,31,1,83496.29822777821,2,1,0,124533.95177046313,0
8112,15107573,Customer_8111,842,Germany,Male,40,1,0.0,1,1,1,100726.68122609529,0
8113,15753180,Customer_8112,487,France,Female,58,6,206517.68876498175,2,1,1,16693.08421301972,0
8114,15832978,Customer_8113,591,France,Female,35,4,133125.48803835688,2,1,0,64096.15519715303,0
8115,15269152,Customer_8114,804,France,Male,53,4,0.0,2,0,1,121039.6241722187,1
8116,15310435,Customer_8115,562,Germany,Male,29,1,243853.32223689128,2,1,1,115596.37849569027,0
8117,15158477,Customer_8116,530,Spain,Female,73,6,0.0,1,0,0,149914.6892772573,1
8118,15248141,Customer_8117,603,France,Female,54,1,27810.538335852132,1,0,1,175215.77505319592,0
8119,15298530,Customer_8118,450,France,Female,28,4,113275.51617610198,1,1,1,112363.80704515318,0
8120,15615197,Customer_8119,700,Spain,Male,22,4,0.0,2,1,1,128550.96551633705,0
8121,15151899,Customer_8120,436,Germany,Male,68,2,149196.74048472085,1,1,1,85172.30174970104,0
8122,15819472,Customer_8121,534,Germany,Male,38,1,187255.02507664321,1,1,1,11743.806470726557,0
8123,15584642,Customer_8122,440,France,Female,49,2,225540.4049503462,3,1,1,65417.35929735177,1
8124,15340687,Customer_8123,597,Germany,Female,46,4,130039.66283314818,2,1,1,107904.45606194102,0
8125,15542445,Customer_8124,563,Germany,Male,24,5,44417.36911432119,1,0,0,98598.52812493766,0
8126,15559603,Customer_8125,708,France,Male,53,3,106818.02340080615,4,1,0,112639.97973014078,0
8127,15298076,Customer_8126,598,Spain,Female,57,6,47288.65565987916,1,1,1,125080.97188103953,0
8128,15414380,Customer_8127,475,Spain,Male,44,1,0.0,2,1,1,13817.362119198175,0
8129,15669774,Customer_8128,760,Germany,Male,23,5,10407.93328146643,2,1,1,2477.239986931552,0
8130,15782957,Customer_8129,787,Germany,Female,55,8,0.0,3,1,1,45593.09125207653,1
8131,15931831,Customer_8130,718,France,Male,71,9,188862.37851382332,2,0,0,107620.39595905278,0
8132,15900312,Customer_8131,353,France,Male,21,4,34066.2510911516,1,1,1,68047.47818631567,0
8133,15132018,Customer_8132,437,France,Male,63,3,230825.5447557813,1,0,0,116322.98768159952,1
8134,15801125,Customer_8133,500,Spain,Female,52,8,0.0,1,0,1,127602.15711488287,0
8135,15289385,Customer_8134,525,France,Male,27,5,228373.6042667452,1,0,1,34964.4448634935,0
8136,15901626,Customer_8135,560,Spain,Female,71,3,33355.346202577595,2,1,0,117417.0552460446,0
8137,15095790,Customer_8136,775,France,Male,55,0,0.0,1,1,0,199165.95067367997,0
8138,15933044,Customer_8137,608,Germany,Female,67,8,26256.46329241624,1,1,1,192482.08947519874,0
8139,15596543,Customer_8138,440,Germany,Male,47,9,242061.3416950315,2,1,1,70655.06204837884,0
8140,15720117,Customer_8139,608,Germany,Male,59,2,168512.79976555883,2,0,1,40733.55455194589,0
8141,15172275,Customer_8140,761,Spain,Female,26,5,52715.699715627445,2,0,1,181238.0474939107,0
8142,15942585,Customer_8141,540,Spain,Male,33,0,232998.27648639077,1,1,0,150345.8541501889,0
8143,15717221,Customer_8142,430,France,Female,69,5,116359.60953487799,2,1,1,47360.0082166587,0
8144,15261439,Customer_8143,764,France,Male,21,2,198507.27437777413,2,1,1,66312.29671999256,0
8145,15011350,Customer_8144,487,France,Male,43,2,162685.17626680704,1,1,1,86188.84489257648,0
8146,15710872,Customer_8145,782,Germany,Male,46,6,165917.1508033626,1,1,1,78165.19781344214,0
8147,15318953,Customer_8146,819,France,Female,45,8,0.0,1,1,1,122980.07012202415,0
8148,15101894,Customer_8147,699,Germany,Male,28,5,104788.05648462666,3,1,1,144702.26109408247,0
8149,15359701,Customer_8148,475,France,Female,45,0,0.0,1,1,1,179908.9289330961,1
8150,15436048,Customer_8149,718,Germany,Male,61,8,26987.368710817573,2,1,1,35252.72116544549,1
8151,15945873,Customer_8150,754,Spain,Male,49,4,0.0,1,1,1,73135.03835644813,1
8152,15556016,Customer_8151,705,Germany,Male,41,1,234789.68752776016,1,1,0,149952.55608232846,0
8153,15279720,Customer_8152,658,Germany,Male,68,2,163911.51129100076,1,1,1,139222.96354306763,0
8154,15422217,Customer_8153,692,France,Male,59,4,0.0,1,0,0,179704.41343593417,0
8155,15520841,Customer_8154,579,France,Female,56,1,16021.602008947022,2,1,1,141864.7836006032,1
8156,15083384,Customer_8155,809,Germany,Male,24,2,117437.47406362953,2,1,1,23080.49371983895,0
8157,15000390,Customer_8156,694,France,Male,35,7,0.0,1,0,1,143960.97288541967,0
8158,15480751,Customer_8157,659,Spain,Female,20,5,82068.84423160803,2,1,1,5969.231645086263,0
8159,15831868,Customer_8158,790,Spain,Male,61,1,92184.94280150559,1,1,0,112367.37960802748,1
8160,15535857,Customer_8159,369,Spain,Male,63,1,123357.61829841272,2,1,1,133966.93685131785,1
8161,15406245,Customer_8160,718,France,Male,37,0,128780.26118029648,3,0,0,165029.36291210342,0
8162,15022490,Customer_8161,398,Germany,Male,51,6,0.0,1,0,0,120122.91540793484,0
8163,15832307,Customer_8162,839,France,Male,47,5,129942.69713374294,2,1,1,127029.3279113151,0
8164,15494080,Customer_8163,484,France,Male,26,5,0.0,2,0,0,30428.245157159978,0
8165,15792299,Customer_8164,378,France,Male,27,4,125866.36800881784,1,0,0,12487.252133064834,1
8166,15605108,Customer_8165,397,France,Female,23,2,0.0,2,1,0,20394.938385476937,0
8167,15361659,Customer_8166,826,France,Female,34,7,43937.46773127944,2,1,0,45989.29012978765,0
8168,15271265,Customer_8167,618,France,Female,32,2,182358.83008505532,2,1,1,89398.03829751075,0
8169,15001539,Customer_8168,352,Spain,Male,50,4,0.0,2,1,0,78574.95807000897,1
8170,15410243,Customer_8169,607,France,Male,73,7,0.0,2,1,0,60299.05270155473,0
8171,15389546,Customer_8170,365,Spain,Male,71,2,244721.63279324086,1,1,0,177653.28473612433,1
8172,15860661,Customer_8171,443,France,Male,30,4,147150.78245970546,1,0,0,17605.770854286544,0
8173,15926425,Customer_8172,707,France,Male,59,5,38060.882695992856,2,1,0,28839.703680515027,0
8174,15312579,Customer_8173,483,Germany,Male,61,0,114101.05104042085,1,1,0,87001.92494167255,0
8175,15515584,Customer_8174,650,Germany,Male,72,1,144718.07023761523,1,1,0,25927.06166926594,0
8176,15927814,Customer_8175,676,France,Female,39,6,18991.75155963702,1,1,1,31123.652110299627,0
8177,15063965,Customer_8176,482,France,Male,33,8,97506.36516870321,1,1,0,193410.32869754473,0
8178,15515249,Customer_8177,661,France,Female,51,9,242276.35166012778,1,1,0,98849.26918363605,1
8179,15373192,Customer_8178,804,France,Female,20,3,190312.77312415643,1,1,1,21008.699777788846,0
8180,15882876,Customer_8179,831,Germany,Male,25,4,0.0,3,1,0,10405.959042846234,0
8181,15332066,Customer_8180,732,Germany,Male,37,3,0.0,2,1,1,146992.6724620222,0
8182,15097799,Customer_8181,381,France,Female,64,2,0.0,3,1,1,76921.39856735995,0
8183,15093948,Customer_8182,654,Spain,Female,41,9,208819.49256280027,2,1,0,56906.693854447076,0
8184,15476055,Customer_8183,618,France,Male,68,1,106390.47486475568,1,0,0,137567.51878970113,0
8185,15143314,Customer_8184,763,Germany,Male,35,2,0.0,2,1,0,139737.7606819783,0
8186,15248099,Customer_8185,374,Spain,Male,40,1,228098.47718930576,1,1,1,72095.93395266605,0
8187,15795379,Customer_8186,818,Spain,Male,18,7,121407.8012447742,2,1,0,190132.47756524716,0
8188,15767610,Customer_8187,665,France,Female,68,0,0.0,1,1,1,79988.16962916426,0
8189,15726826,Customer_8188,408,Germany,Male,19,4,81988.33377573933,1,1,1,75927.0713615625,0
8190,15759066,Customer_8189,562,France,Male,22,0,0.0,2,1,1,155557.38659463308,0
8191,15255821,Customer_8190,505,Germany,Male,35,4,35752.47402279136,1,1,1,163177.67421083857,0
8192,15717176,Customer_8191,845,France,Female,33,2,68992.97645285641,1,1,1,57452.856858419385,0
8193,15310929,Customer_8192,663,France,Female,27,8,195436.88574316012,2,0,1,137813.92371338967,0
8194,15906395,Customer_8193,625,Spain,Female,70,0,106909.02976077935,2,1,0,127848.48901201741,1
8195,15786939,Customer_8194,767,France,Female,46,9,45559.091315791804,1,1,0,6743.739388280389,0
8196,15460188,Customer_8195,738,Spain,Female,52,0,35687.562023621016,2,1,1,39090.41716926903,0
8197,15682511,Customer_8196,559,Spain,Female,42,7,127658.00480588594,1,1,1,20119.970288336757,0
8198,15011618,Customer_8197,793,Germany,Male,59,2,139445.06060526287,2,1,1,177049.90738583548,0
8199,15336430,Customer_8198,836,France,Male,74,6,0.0,2,1,0,191134.7935228575,0
8200,15278266,Customer_8199,776,France,Female,41,9,181553.94071021455,2,0,0,164992.39689792463,0
8201,15662714,Customer_8200,406,Spain,Male,30,4,50107.59110813426,1,0,0,62225.53784329235,0
8202,15896030,Customer_8201,534,France,Female,38,1,76452.92131241219,1,1,0,172021.6808884753,0
8203,15948483,Customer_8202,808,Germany,Male,59,6,0.0,2,0,1,11644.798973681663,0
8204,15610724,Customer_8203,403,Germany,Female,60,6,53337.46919803139,2,1,0,137054.08731779372,0
8205,15210448,Customer_8204,558,Spain,Male,56,2,202773.8380776836,2,1,1,24829.68233163729,0
8206,15970278,Customer_8205,717,Spain,Male,51,5,167765.82712907158,2,1,1,2525.0780084346434,0
8207,15495919,Customer_8206,778,Germany,Female,36,4,138722.15530568297,2,1,1,35093.93358368397,0
8208,15136109,Customer_8207,691,France,Male,45,0,164621.36362676416,2,1,1,192675.6126212994,0
8209,15028633,Customer_8208,642,France,Female,44,0,0.0,1,1,1,150840.54460239992,0
8210,15810927,Customer_8209,689,France,Male,67,1,141525.2899422216,2,1,1,103611.97708485078,0
8211,15850982,Customer_8210,653,Spain,Female,43,6,118311.93899128574,1,1,1,187384.67396588204,0
8212,15212456,Customer_8211,601,Germany,Female,28,2,133111.59104652755,2,1,1,83234.54331942294,0
8213,15298627,Customer_8212,723,Spain,Male,66,8,91040.07062203494,2,1,0,8067.332639776838,0
8214,15375325,Customer_8213,787,Germany,Female,52,2,0.0,1,1,1,118919.47914982145,0
8215,15466589,Customer_8214,653,Germany,Male,37,9,221979.9414986863,2,1,0,165668.03528880994,0
8216,15296213,Customer_8215,461,France,Male,29,3,92764.86615026866,1,1,1,57215.3328989292,0
8217,15138442,Customer_8216,715,France,Female,74,7,20784.548369912372,1,1,0,63466.657623802676,0
8218,15644161,Customer_8217,355,France,Female,45,3,71555.57788780061,1,1,0,134309.8080011152,0
8219,15903275,Customer_8218,767,Germany,Male,19,6,119047.25507933622,1,1,1,160894.67853476378,0
8220,15071947,Customer_8219,540,France,Male,74,4,0.0,2,1,1,86816.69036558772,1
8221,15170205,Customer_8220,683,Germany,Female,18,5,112515.52692100329,2,0,0,17800.56887889408,0
8222,15751395,Customer_8221,781,Germany,Male,26,7,208386.9162006601,1,1,1,149314.85821467038,0
8223,15095761,Customer_8222,628,France,Female,39,3,229641.5002927566,1,0,0,85308.60504886022,0
8224,15375897,Customer_8223,731,France,Female,73,5,0.0,1,1,1,182027.30426887725,0
8225,15918196,Customer_8224,689,France,Male,68,9,28211.148987781296,2,1,1,50636.64470518881,0
8226,15553214,Customer_8225,362,France,Male,57,1,111036.95951818879,2,1,0,92659.78439666162,1
8227,15886214,Customer_8226,652,Germany,Male,44,8,53497.345365695444,2,1,1,141623.25973712865,0
8228,15104700,Customer_8227,393,France,Female,26,8,78039.13619061837,1,0,1,49042.96446601661,0
8229,15336128,Customer_8228,454,Spain,Female,24,9,209895.85231925023,2,0,0,45380.071447571056,0
8230,15436606,Customer_8229,509,Spain,Female,53,9,138470.05539444165,2,1,1,145722.6084296427,0
8231,15573881,Customer_8230,503,France,Male,71,5,208862.01103379487,1,1,1,35995.608819779074,0
8232,15862041,Customer_8231,591,Germany,Female,65,5,246550.3274087197,3,0,0,23840.098421034807,1
8233,15005209,Customer_8232,530,Germany,Male,55,9,140854.89232395386,1,1,1,51796.678855832695,0
8234,15650988,Customer_8233,363,Germany,Female,67,6,0.0,1,1,1,164061.52647718688,0
8235,15399749,Customer_8234,529,France,Male,19,3,174031.83285537452,1,1,1,172760.56944700313,0
8236,15610885,Customer_8235,726,France,Female,60,6,34436.43827432843,1,1,1,20887.068282577933,0
8237,15269355,Customer_8236,641,France,Female,22,9,110295.73765392067,2,1,1,21945.92303249481,0
8238,15009927,Customer_8237,613,France,Male,34,0,168145.5717206754,2,1,0,167425.76910903316,0
8239,15732823,Customer_8238,517,Spain,Female,54,6,179262.79651695932,1,1,0,189179.16846141213,0
8240,15641621,Customer_8239,563,Germany,Male,52,0,0.0,1,1,1,96042.95423259282,0
8241,15155666,Customer_8240,499,Spain,Male,68,7,162949.91162519192,1,1,1,169810.56284734694,0
8242,15730212,Customer_8241,365,France,Male,25,9,0.0,2,1,0,177864.70763193307,0
8243,15208785,Customer_8242,440,France,Female,60,5,44186.31870190602,1,0,1,72152.74872275726,0
8244,15338526,Customer_8243,469,Germany,Female,20,0,88797.31221924537,2,0,1,100922.92927092906,0
8245,15139005,Customer_8244,793,France,Female,20,0,0.0,3,0,0,114229.44658250752,1
8246,15628068,Customer_8245,602,France,Female,18,3,0.0,2,0,1,154965.4335340237,0
8247,15564984,Customer_8246,409,Germany,Male,41,6,0.0,1,1,1,91847.729839611,0
8248,15196521,Customer_8247,615,France,Male,62,4,113130.41780689517,1,1,1,101479.77835605892,0
8249,15329760,Customer_8248,758,Germany,Male,47,4,0.0,4,1,1,14910.514394789308,0
8250,15923593,Customer_8249,380,France,Female,59,7,102872.55475513964,2,0,1,10844.863952622096,1
8251,15449764,Customer_8250,370,Germany,Female,43,1,75779.64852796408,2,0,1,147931.69068557478,0
8252,15157195,Customer_8251,568,Spain,Male,55,3,0.0,3,1,1,96454.19200317212,1
8253,15401013,Customer_8252,430,France,Female,60,3,33222.417216235815,2,0,1,17936.3414466837,0
8254,15050013,Customer_8253,638,Spain,Female,57,7,247278.00091219478,2,1,0,48179.18584508406,1
8255,15401562,Customer_8254,380,Germany,Male,68,5,0.0,2,1,0,135465.68715268702,0
8256,15216486,Customer_8255,847,Spain,Male,60,9,39318.96375551756,2,1,0,100955.66643769079,0
8257,15426888,Customer_8256,583,France,Female,55,8,159378.06420142515,2,1,1,158859.7344170064,0
8258,15410869,Customer_8257,823,Germany,Male,61,9,27863.727360940436,1,1,1,78692.1899935453,0
8259,15835988,Customer_8258,754,France,Female,67,8,0.0,1,1,1,23026.281147061465,0
8260,15910155,Customer_8259,385,Spain,Male,20,3,0.0,1,1,0,53520.859400440655,0
8261,15763638,Customer_8260,798,Germany,Male,30,9,178183.1096303343,1,0,0,22000.588398734963,0
8262,15550428,Customer_8261,481,France,Male,53,6,0.0,2,1,1,96097.26183293317,0
8263,15263328,Customer_8262,673,Spain,Female,58,2,0.0,3,1,0,94839.52555397278,0
8264,15427709,Customer_8263,695,France,Male,65,5,65141.95134494888,1,0,1,14812.839432890507,0
8265,15961652,Customer_8264,481,France,Female,29,0,167482.97577690557,2,0,0,38307.250219024456,0
8266,15680206,Customer_8265,846,Germany,Male,37,4,175081.36602732004,2,0,0,193966.82743393574,0
8267,15111361,Customer_8266,358,Germany,Male,56,5,124604.09224599542,2,1,0,196691.1508774564,0
8268,15677555,Customer_8267,379,France,Female,61,4,0.0,2,1,0,68533.18719998292,1
8269,15792038,Customer_8268,464,France,Male,25,6,45195.41342281942,2,1,1,28940.278216795035,0
8270,15397172,Customer_8269,650,Spain,Female,70,3,192019.2511572444,3,1,1,37684.87428912582,0
8271,15016555,Customer_8270,353,Germany,Male,64,4,0.0,1,0,0,16296.230008862096,1
8272,15524213,Customer_8271,674,France,Female,19,3,0.0,3,1,1,17108.454589037745,0
8273,15614673,Customer_8272,586,France,Female,28,8,58356.899980043534,2,0,1,38605.17893679674,0
8274,15411906,Customer_8273,372,Spain,Female,73,1,168658.4147243094,2,0,1,94091.0009437201,0
8275,15320646,Customer_8274,365,Germany,Male,38,0,163363.00811093827,1,1,1,142571.80077692363,0
8276,15255658,Customer_8275,371,Spain,Female,54,3,117012.7319973474,4,1,1,31615.66334635469,0
8277,15442065,Customer_8276,834,France,Male,72,5,85471.4066866259,1,1,1,83392.1176798252,0
8278,15681707,Customer_8277,421,Germany,Male,23,9,0.0,2,1,1,17116.438979332765,0
8279,15754085,Customer_8278,653,Germany,Male,36,7,44605.34251137455,2,1,1,124326.14812710356,1
8280,15103844,Customer_8279,795,France,Male,47,3,0.0,1,0,1,86145.38804974487,1
8281,15091321,Customer_8280,830,Germany,Female,63,0,12868.441218147542,2,1,1,159871.5917626823,0
8282,15835488,Customer_8281,793,Germany,Female,56,8,0.0,2,1,1,176350.2563156909,1
8283,15719211,Customer_8282,579,France,Male,61,2,179902.28272160052,2,1,0,48680.11273044116,0
8284,15098234,Customer_8283,456,Spain,Female,66,5,219752.80805063946,2,1,1,80188.60495133803,0
8285,15474718,Customer_8284,557,Spain,Male,53,9,28144.008960858268,1,1,0,99467.50586130067,0
8286,15751993,Customer_8285,738,Spain,Female,37,7,163304.0956953392,2,1,1,199252.26302208766,0
8287,15998922,Customer_8286,557,Spain,Female,71,4,24857.412466361224,1,0,1,183135.26336404617,0
8288,15725571,Customer_8287,612,France,Female,71,6,0.0,2,1,1,193973.64595216018,0
8289,15828282,Customer_8288,400,France,Male,27,9,103999.5847059527,2,0,0,92814.24269495257,0
8290,15471761,Customer_8289,414,Spain,Female,41,8,0.0,1,1,1,199907.91990571792,0
8291,15289987,Customer_8290,614,France,Male,50,0,0.0,1,1,1,6461.682307240061,1
8292,15324464,Customer_8291,687,France,Female,46,7,0.0,1,0,0,193546.94126578525,0
8293,15554081,Customer_8292,650,Germany,Male,72,1,113000.89413089935,2,1,1,38486.51706624493,0
8294,15957020,Customer_8293,727,France,Female,47,0,60125.73814777874,1,0,0,195753.23362065805,0
8295,15673217,Customer_8294,524,Germany,Male,53,3,147387.8072688808,2,1,1,90975.3111847089,0
8296,15019627,Customer_8295,800,France,Female,62,5,79158.7258615862,2,1,0,115894.3413207761,0
8297,15323966,Customer_8296,501,France,Female,23,7,78892.05634662045,1,1,1,181474.09814865777,0
8298,15477317,Customer_8297,825,Spain,Female,64,0,37490.89175840693,2,0,0,196850.6546125505,0
8299,15222633,Customer_8298,615,Spain,Female,31,0,0.0,2,1,0,34332.93456165342,0
8300,15969752,Customer_8299,678,Spain,Female,74,9,201487.24041786417,2,0,1,121799.43147225077,0
8301,15317942,Customer_8300,810,Germany,Female,20,1,135658.85689039098,3,1,1,138570.9443565852,0
8302,15748728,Customer_8301,653,Spain,Male,41,8,0.0,2,1,0,141632.10978252752,1
8303,15699476,Customer_8302,512,Spain,Female,36,3,233049.5514404494,1,0,1,42057.42475634,0
8304,15337462,Customer_8303,787,Germany,Male,55,6,0.0,1,1,1,14013.93775284397,1
8305,15366330,Customer_8304,692,Spain,Female,51,2,84465.31970168282,2,1,1,75252.56442346552,0
8306,15782479,Customer_8305,716,France,Female,26,0,36575.81231474022,2,1,1,162323.31889773338,0
8307,15350046,Customer_8306,814,Spain,Male,47,0,54242.03505571123,1,0,1,194120.5389898021,1
8308,15421773,Customer_8307,587,France,Female,49,8,0.0,4,1,1,88927.77282822406,0
8309,15333478,Customer_8308,548,Germany,Female,30,3,145136.00597339115,1,0,1,182836.89683569485,0
8310,15468379,Customer_8309,849,France,Male,35,2,0.0,1,0,0,144459.58253818232,1
8311,15368863,Customer_8310,365,Germany,Male,61,4,0.0,1,1,0,23608.078719031928,1
8312,15123099,Customer_8311,658,Germany,Male,70,0,220430.38169559615,1,1,1,69092.46718863936,1
8313,15733362,Customer_8312,645,Spain,Female,39,2,13424.610276930533,2,1,0,148875.0099572326,0
8314,15697974,Customer_8313,705,Spain,Male,21,3,0.0,2,1,1,89449.40870970007,0
8315,15274864,Customer_8314,625,Spain,Female,40,5,0.0,1,0,0,131203.39652236266,0
8316,15319752,Customer_8315,821,France,Male,24,8,168019.69815759425,3,1,1,151920.37706034118,0
8317,15107449,Customer_8316,588,Spain,Male,61,2,149991.920704769,2,1,1,196191.29454176186,0
8318,15102828,Customer_8317,418,France,Female,72,3,85239.83336253816,2,1,1,183631.06786564377,0
8319,15126613,Customer_8318,650,Spain,Male,28,4,0.0,2,1,1,68853.82551014115,0
8320,15072095,Customer_8319,355,France,Female,56,7,50373.893511825336,1,1,1,160544.9364497118,0
8321,15630212,Customer_8320,569,Germany,Male,59,8,74773.0052623958,2,1,1,74504.19569298044,0
8322,15477910,Customer_8321,603,Spain,Male,58,2,118709.37529382881,1,1,0,129254.19487614084,1
8323,15620740,Customer_8322,802,Spain,Male,51,2,0.0,1,1,0,12334.048929637158,0
8324,15087593,Customer_8323,782,Germany,Female,22,6,111651.34230218153,1,1,0,156811.36011285696,0
8325,15691252,Customer_8324,644,Spain,Male,59,8,19442.314106012785,1,1,0,198228.65104300808,0
8326,15893407,Customer_8325,707,France,Male,42,0,0.0,2,0,1,107786.84362375503,1
8327,15339386,Customer_8326,735,Germany,Male,45,0,0.0,2,1,1,186502.3408807749,0
8328,15902473,Customer_8327,456,Germany,Male,31,1,162112.61961802113,3,1,0,174539.56773672183,0
8329,15126202,Customer_8328,644,France,Female,44,5,218926.49723701802,2,1,1,2317.9291033880604,0
8330,15077606,Customer_8329,467,France,Female,33,2,206398.2895631424,4,1,1,17928.454799388845,0
8331,15123769,Customer_8330,754,France,Male,44,7,219613.78612898997,1,1,0,87268.23858907254,0
8332,15118542,Customer_8331,517,Germany,Male,19,4,182874.07576452635,2,1,1,52908.147525624096,0
8333,15368582,Customer_8332,834,France,Female,36,2,56498.51973312039,3,1,0,80477.83973402789,0
8334,15787356,Customer_8333,600,France,Male,40,7,97971.65001785064,2,0,0,102122.70086864794,0
8335,15575610,Customer_8334,431,France,Male,58,7,132887.61214419064,1,1,1,95517.41928809028,0
8336,15157550,Customer_8335,403,Germany,Male,31,1,0.0,1,1,1,32473.806942721494,0
8337,15595330,Customer_8336,589,Germany,Male,64,4,239256.14373856556,2,1,0,29692.260998785183,1
8338,15570706,Customer_8337,715,Germany,Male,68,2,203640.8684425254,2,1,0,82724.31326157138,0
8339,15455433,Customer_8338,361,Germany,Male,43,6,201748.40010443187,1,1,1,138180.9930995492,0
8340,15624987,Customer_8339,558,France,Male,25,1,96665.27518458845,2,1,1,118256.1682250946,0
8341,15090140,Customer_8340,514,France,Male,44,8,191161.23972280265,2,0,1,17213.35107431936,0
8342,15998350,Customer_8341,715,Spain,Female,64,1,157372.63654587048,1,0,1,56557.90759644531,0
8343,15466978,Customer_8342,643,France,Female,57,1,100051.46376360087,2,0,0,82935.11918027798,0
8344,15536069,Customer_8343,748,France,Female,45,5,83987.18006493086,1,1,0,66486.97169926683,0
8345,15398731,Customer_8344,356,Germany,Female,21,2,0.0,2,1,1,89400.81616099276,0
8346,15379502,Customer_8345,427,France,Male,55,2,153231.99791961952,2,1,1,87785.362364997,0
8347,15298277,Customer_8346,783,Spain,Male,28,9,18878.89268961028,3,1,0,166580.80559082556,0
8348,15097628,Customer_8347,414,France,Female,61,1,15207.770550246176,2,1,1,166858.4359286794,0
8349,15601234,Customer_8348,451,Germany,Male,41,4,212072.959406344,2,1,1,187985.59344843208,0
8350,15085058,Customer_8349,800,France,Male,45,4,0.0,2,1,0,104732.44532421604,0
8351,15926599,Customer_8350,706,France,Male,58,6,134646.82448134804,1,1,1,55290.68164719088,0
8352,15481799,Customer_8351,649,France,Male,35,7,156079.31405483375,1,1,0,138396.38378062317,0
8353,15151542,Customer_8352,636,Spain,Female,66,7,0.0,2,1,0,152831.4740609382,0
8354,15305273,Customer_8353,520,Spain,Female,38,2,0.0,2,1,0,69767.91962971643,1
8355,15270675,Customer_8354,426,France,Female,43,5,56566.911085690095,2,0,1,164903.7637881748,0
8356,15299182,Customer_8355,397,Spain,Female,20,4,72560.92558619723,2,1,1,138813.98153757985,0
8357,15350083,Customer_8356,604,Germany,Male,30,3,21725.445226131236,1,1,1,194042.45750012927,0
8358,15042674,Customer_8357,431,Spain,Female,55,9,0.0,2,1,0,69065.2745710257,0
8359,15127572,Customer_8358,732,Spain,Male,45,5,205633.65166965153,2,1,0,184500.63205271686,1
8360,15750018,Customer_8359,558,France,Female,31,3,191650.86699744713,1,0,0,69531.3519171553,0
8361,15475692,Customer_8360,558,Germany,Male,18,7,29666.28973639126,2,1,0,173293.54821239947,1
8362,15291975,Customer_8361,794,Germany,Female,45,8,125103.40214391891,1,1,1,65578.86444054579,0
8363,15581462,Customer_8362,808,France,Female,53,0,82437.43578044239,1,1,1,181709.1027066456,0
8364,15797711,Customer_8363,433,France,Male,71,0,0.0,1,1,0,3390.705525246577,0
8365,15431436,Customer_8364,359,Spain,Male,67,3,240721.73047572994,2,1,0,81023.2755911948,1
8366,15847042,Customer_8365,378,Spain,Male,28,5,161364.82156260876,3,1,0,10038.196039575178,0
8367,15445935,Customer_8366,653,Spain,Male,60,7,0.0,1,1,0,81497.56720302736,0
8368,15780296,Customer_8367,831,Spain,Male,57,0,105550.76553060231,2,1,0,84340.25847994804,1
8369,15053051,Customer_8368,814,Spain,Female,21,2,17845.069381355883,2,0,0,181560.69750893238,1
8370,15203085,Customer_8369,795,France,Male,51,3,110343.70310066146,1,0,0,159951.725437093,1
